entry,at,order
"-- ending hand #71 --",2021-02-25T21:45:30.196Z,161428953019702
"""Dr Hurst @ b7rmnGbpoR"" collected 0.90 from pot with Two Pair, 7's & 2's (combination: 7♥, 7♣, 2♣, 2♠, A♦)",2021-02-25T21:45:30.196Z,161428953019701
"""Dr Hurst @ b7rmnGbpoR"" shows a 7♥, 2♣.",2021-02-25T21:45:30.196Z,161428953019700
"""kristo @ mVGu0PK0P5"" calls 0.10",2021-02-25T21:45:29.387Z,161428952938800
"""Dr Hurst @ b7rmnGbpoR"" bets 0.10",2021-02-25T21:45:26.889Z,161428952689000
"River: A♦, 7♣, 2♠, Q♠ [4♠]",2021-02-25T21:45:23.802Z,161428952380400
"""kristo @ mVGu0PK0P5"" calls 0.10",2021-02-25T21:45:22.994Z,161428952299500
"""Dr Hurst @ b7rmnGbpoR"" bets 0.10",2021-02-25T21:45:20.801Z,161428952080200
"Turn: A♦, 7♣, 2♠ [Q♠]",2021-02-25T21:45:18.402Z,161428951840400
"""kristo @ mVGu0PK0P5"" calls 0.10",2021-02-25T21:45:17.594Z,161428951759500
"""Scott @ Ce3DFmEur5"" folds",2021-02-25T21:45:16.082Z,161428951608300
"""Dr Hurst @ b7rmnGbpoR"" bets 0.10",2021-02-25T21:45:13.218Z,161428951321900
"Flop:  [A♦, 7♣, 2♠]",2021-02-25T21:45:07.449Z,161428950745000
"""Scott @ Ce3DFmEur5"" checks",2021-02-25T21:45:06.620Z,161428950662100
"""Dr Hurst @ b7rmnGbpoR"" calls 0.10",2021-02-25T21:45:05.689Z,161428950569000
"""kristo @ mVGu0PK0P5"" calls 0.10",2021-02-25T21:45:04.408Z,161428950440900
"""Scott @ Ce3DFmEur5"" posts a big blind of 0.10",2021-02-25T21:45:01.009Z,161428950101006
"""Dr Hurst @ b7rmnGbpoR"" posts a small blind of 0.05",2021-02-25T21:45:01.009Z,161428950101005
"Your hand is 4♣, 3♦",2021-02-25T21:45:01.009Z,161428950101003
