entry,at,order
"""Dr Hurst @ b7rmnGbpoR"" posts a big blind of 0.20",2021-01-28T22:02:07.869Z,161187132787005
"""Also a DR @ Y1Q6ty6Yvq"" posts a small blind of 0.10",2021-01-28T22:02:07.869Z,161187132787004
"Player stacks: #2 ""Dr Hurst @ b7rmnGbpoR"" (39.40) | #4 ""Also a DR @ Y1Q6ty6Yvq"" (20.60)",2021-01-28T22:02:07.869Z,161187132787001
"-- starting hand #66  (No Limit Texas Hold'em) (dealer: ""Also a DR @ Y1Q6ty6Yvq"") --",2021-01-28T22:02:07.869Z,161187132787000
"-- ending hand #65 --",2021-01-28T22:02:04.958Z,161187132495902
"""Dr Hurst @ b7rmnGbpoR"" collected 1.60 from pot",2021-01-28T22:02:04.958Z,161187132495901
"Uncalled bet of 0.40 returned to ""Dr Hurst @ b7rmnGbpoR""",2021-01-28T22:02:04.958Z,161187132495900
"""Also a DR @ Y1Q6ty6Yvq"" folds",2021-01-28T22:02:04.149Z,161187132415000
"""Dr Hurst @ b7rmnGbpoR"" bets 0.40",2021-01-28T22:02:02.033Z,161187132203400
"""Also a DR @ Y1Q6ty6Yvq"" checks",2021-01-28T22:01:58.877Z,161187131887800
"River: 4♠, A♣, 7♥, 10♥ [6♠]",2021-01-28T22:01:54.011Z,161187131401800
"""Also a DR @ Y1Q6ty6Yvq"" calls 0.40",2021-01-28T22:01:53.202Z,161187131320300
"""Dr Hurst @ b7rmnGbpoR"" raises to 0.40",2021-01-28T22:01:47.472Z,161187130747300
"""Also a DR @ Y1Q6ty6Yvq"" bets 0.20",2021-01-28T22:01:38.122Z,161187129812300
"Turn: 4♠, A♣, 7♥ [10♥]",2021-01-28T22:00:58.333Z,161187125833400
"""Dr Hurst @ b7rmnGbpoR"" calls 0.20",2021-01-28T22:00:57.499Z,161187125750000
"""Also a DR @ Y1Q6ty6Yvq"" bets 0.20",2021-01-28T22:00:54.790Z,161187125479100
"Flop:  [4♠, A♣, 7♥]",2021-01-28T22:00:45.790Z,161187124579100
"""Also a DR @ Y1Q6ty6Yvq"" checks",2021-01-28T22:00:44.985Z,161187124498500
"""Dr Hurst @ b7rmnGbpoR"" calls 0.20",2021-01-28T22:00:39.386Z,161187123938700
"""Also a DR @ Y1Q6ty6Yvq"" posts a big blind of 0.20",2021-01-28T22:00:28.214Z,161187122821806
"""Dr Hurst @ b7rmnGbpoR"" posts a small blind of 0.10",2021-01-28T22:00:28.214Z,161187122821805
"Player stacks: #2 ""Dr Hurst @ b7rmnGbpoR"" (38.60) | #4 ""Also a DR @ Y1Q6ty6Yvq"" (21.40)",2021-01-28T22:00:28.214Z,161187122821802
"-- starting hand #65  (No Limit Texas Hold'em) (dealer: ""Dr Hurst @ b7rmnGbpoR"") --",2021-01-28T22:00:28.214Z,161187122821801
"The player ""Scott @ Ce3DFmEur5"" quits the game with a stack of 0.00.",2021-01-28T22:00:28.214Z,161187122821800
"-- ending hand #64 --",2021-01-28T22:00:22.197Z,161187122219803
"""Scott @ Ce3DFmEur5"" shows a 9♦, K♥.",2021-01-28T22:00:22.197Z,161187122219802
"""Dr Hurst @ b7rmnGbpoR"" collected 20.60 from pot with Four of a Kind, 10's (combination: 10♦, 10♥, 10♣, 10♠, 9♠)",2021-01-28T22:00:22.197Z,161187122219801
"""Dr Hurst @ b7rmnGbpoR"" shows a 7♠, 10♦.",2021-01-28T22:00:22.197Z,161187122219800
"""Dr Hurst @ b7rmnGbpoR"" calls 9.70",2021-01-28T22:00:21.388Z,161187122138900
"""Scott @ Ce3DFmEur5"" raises to 9.70 and go all in",2021-01-28T22:00:16.192Z,161187121619300
"""Dr Hurst @ b7rmnGbpoR"" bets 0.40",2021-01-28T22:00:12.670Z,161187121267100
"""Scott @ Ce3DFmEur5"" checks",2021-01-28T22:00:08.236Z,161187120823700
"River: 9♠, 10♥, 10♣, 2♥ [10♠]",2021-01-28T22:00:03.700Z,161187120370700
"""Dr Hurst @ b7rmnGbpoR"" calls 0.20",2021-01-28T22:00:02.858Z,161187120286000
"""Scott @ Ce3DFmEur5"" bets 0.20",2021-01-28T22:00:00.856Z,161187120085700
"Turn: 9♠, 10♥, 10♣ [2♥]",2021-01-28T21:59:55.903Z,161187119590400
"""Dr Hurst @ b7rmnGbpoR"" calls 0.20",2021-01-28T21:59:55.098Z,161187119509800
"""Scott @ Ce3DFmEur5"" bets 0.20",2021-01-28T21:59:50.132Z,161187119013300
