entry,at,order
"""Scott @ Ce3DFmEur5"" posts a big blind of 0.20",2021-01-03T21:59:16.227Z,160971115622807
"""Kenneth @ bRH6Ev2V8V"" posts a small blind of 0.10",2021-01-03T21:59:16.227Z,160971115622806
"Your hand is 2♠, 9♦",2021-01-03T21:59:16.227Z,160971115622804
"Player stacks: #1 ""Bees? @ COcCB7d7q3"" (16.60) | #3 ""Kenneth @ bRH6Ev2V8V"" (22.70) | #7 ""Scott @ Ce3DFmEur5"" (9.50) | #9 ""Blowen @ Y1Q6ty6Yvq"" (38.10)",2021-01-03T21:59:16.227Z,160971115622801
"-- starting hand #83  (No Limit Texas Hold'em) (dealer: ""Bees? @ COcCB7d7q3"") --",2021-01-03T21:59:16.227Z,160971115622800
"-- ending hand #82 --",2021-01-03T21:59:10.211Z,160971115021203
"""Blowen @ Y1Q6ty6Yvq"" shows a 3♦, J♥.",2021-01-03T21:59:10.211Z,160971115021202
"""Scott @ Ce3DFmEur5"" collected 6.40 from pot with Pair, 5's (combination: 5♠, 5♦, A♥, K♣, 6♥)",2021-01-03T21:59:10.211Z,160971115021201
"""Scott @ Ce3DFmEur5"" shows a 5♠, 5♦.",2021-01-03T21:59:10.211Z,160971115021200
"""Scott @ Ce3DFmEur5"" calls 1.00",2021-01-03T21:59:09.404Z,160971114940500
"""Kenneth @ bRH6Ev2V8V"" calls 1.00",2021-01-03T21:59:04.181Z,160971114418200
"""Blowen @ Y1Q6ty6Yvq"" bets 1.00",2021-01-03T21:58:58.554Z,160971113855500
"""Scott @ Ce3DFmEur5"" checks",2021-01-03T21:58:54.012Z,160971113401300
"""Kenneth @ bRH6Ev2V8V"" checks",2021-01-03T21:58:52.317Z,160971113231800
"River: K♣, 6♥, 3♣, 2♣ [A♥]",2021-01-03T21:58:49.162Z,160971112916500
"""Blowen @ Y1Q6ty6Yvq"" calls 0.20",2021-01-03T21:58:48.356Z,160971112835600
"""Scott @ Ce3DFmEur5"" calls 0.20",2021-01-03T21:58:39.551Z,160971111955200
"""Kenneth @ bRH6Ev2V8V"" bets 0.20",2021-01-03T21:58:35.532Z,160971111553300
"Turn: K♣, 6♥, 3♣ [2♣]",2021-01-03T21:58:31.773Z,160971111177500
"""Scott @ Ce3DFmEur5"" calls 0.40",2021-01-03T21:58:30.965Z,160971111096600
"""Kenneth @ bRH6Ev2V8V"" calls 0.40",2021-01-03T21:58:14.185Z,160971109418700
"""Bees? @ COcCB7d7q3"" folds",2021-01-03T21:58:10.650Z,160971109065100
"""Blowen @ Y1Q6ty6Yvq"" bets 0.40",2021-01-03T21:58:03.459Z,160971108346300
"""Scott @ Ce3DFmEur5"" checks",2021-01-03T21:57:55.012Z,160971107501300
"""Kenneth @ bRH6Ev2V8V"" checks",2021-01-03T21:57:53.335Z,160971107333600
"""Bees? @ COcCB7d7q3"" checks",2021-01-03T21:57:50.806Z,160971107080600
"Flop:  [K♣, 6♥, 3♣]",2021-01-03T21:57:46.699Z,160971106670000
"""Scott @ Ce3DFmEur5"" calls 0.40",2021-01-03T21:57:45.892Z,160971106589300
"""Kenneth @ bRH6Ev2V8V"" calls 0.40",2021-01-03T21:57:43.865Z,160971106386600
"""Bees? @ COcCB7d7q3"" calls 0.40",2021-01-03T21:57:40.251Z,160971106025200
"""Blowen @ Y1Q6ty6Yvq"" raises to 0.40",2021-01-03T21:57:31.532Z,160971105153300
"""Scott @ Ce3DFmEur5"" calls 0.20",2021-01-03T21:57:16.268Z,160971103626900
